Date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2022-01-01 05:00:00,1,283.72,0.03,0.72,51.5,1.03,0.5,0.5,0
2022-01-01 06:00:00,1,283.72,0.02,0.74,50.07,0.93,0.5,0.5,0
2022-01-01 07:00:00,1,283.72,0,0.74,48.64,0.83,0.5,0.5,0
2022-01-01 08:00:00,1,283.72,0,0.74,47.92,0.73,0.5,0.5,0
2022-01-01 09:00:00,1,287.06,0,0.74,47.92,0.66,0.5,0.5,0
2022-01-01 10:00:00,1,287.06,0,0.73,47.21,0.59,0.5,0.5,0.01
2022-01-01 11:00:00,1,287.06,0,0.69,47.92,0.53,0.5,0.5,0.01
2022-01-01 12:00:00,1,287.06,0,0.63,49.35,0.5,0.5,0.5,0.01
2022-01-01 13:00:00,1,287.06,0,0.55,50.78,0.45,0.5,0.5,0.01
2022-01-01 14:00:00,1,287.06,0,0.49,50.78,0.37,0.5,0.5,0.01
2022-01-01 15:00:00,1,287.06,0,0.51,47.21,0.34,0.5,0.5,0.01
2022-01-01 16:00:00,1,290.39,0,0.59,45.06,0.37,0.5,0.5,0.01
2022-01-01 17:00:00,1,290.39,0,0.68,43.99,0.39,0.5,0.5,0.01
2022-01-01 18:00:00,1,293.73,0,0.73,43.63,0.39,0.5,0.5,0.01
2022-01-01 19:00:00,1,293.73,0,0.76,43.63,0.38,0.5,0.5,0.01
2022-01-01 20:00:00,1,297.07,0,0.77,43.63,0.37,0.5,0.5,0.01
2022-01-01 21:00:00,1,297.07,0,0.75,43.63,0.36,0.5,0.5,0.01
2022-01-01 22:00:00,1,297.07,0,0.72,43.63,0.34,0.5,0.5,0.01
2022-01-01 23:00:00,1,297.07,0,0.69,43.27,0.31,0.5,0.5,0.01
2022-01-02 00:00:00,1,293.73,0,0.65,43.27,0.29,0.5,0.5,0.01
2022-01-02 01:00:00,1,293.73,0,0.62,42.92,0.27,0.5,0.5,0.01
2022-01-02 02:00:00,1,293.73,0,0.58,42.56,0.25,0.5,0.5,0.01
2022-01-02 03:00:00,1,293.73,0.03,0.52,42.2,0.23,0.5,0.5,0.01
2022-01-02 04:00:00,1,290.39,0.06,0.48,42.2,0.24,0.5,0.5,0.01
2022-01-02 05:00:00,1,290.39,0.07,0.47,42.2,0.24,0.5,0.5,0.01
2022-01-02 06:00:00,1,290.39,0.05,0.51,41.84,0.23,0.5,0.5,0.01
2022-01-02 07:00:00,1,290.39,0.01,0.56,41.84,0.22,0.5,0.5,0.01
2022-01-02 08:00:00,1,290.39,0,0.57,42.2,0.23,0.5,0.5,0.01
2022-01-02 09:00:00,1,293.73,0,0.56,42.92,0.24,0.5,0.5,0.01
2022-01-02 10:00:00,1,293.73,0,0.55,43.27,0.23,0.5,0.5,0.01
2022-01-02 11:00:00,1,293.73,0,0.53,43.63,0.23,0.5,0.5,0.01
2022-01-02 12:00:00,1,293.73,0,0.51,43.99,0.23,0.5,0.5,0.01
2022-01-02 13:00:00,1,293.73,0,0.48,44.7,0.24,0.5,0.5,0.01
2022-01-02 14:00:00,1,293.73,0,0.45,45.06,0.26,0.5,0.5,0.01
2022-01-02 15:00:00,1,293.73,0,0.41,45.78,0.28,0.5,0.5,0.01
2022-01-02 16:00:00,1,290.39,0,0.38,47.21,0.31,0.5,0.5,0.01
2022-01-02 17:00:00,1,290.39,0,0.35,47.92,0.31,0.5,0.5,0.01
2022-01-02 18:00:00,1,290.39,0,0.33,48.64,0.32,0.5,0.5,0.01
2022-01-02 19:00:00,1,290.39,0,0.32,49.35,0.34,0.5,0.5,0.01
2022-01-02 20:00:00,1,290.39,0,0.31,50.07,0.34,0.5,0.5,0.01
2022-01-02 21:00:00,1,290.39,0,0.29,50.07,0.34,0.5,0.5,0.01
2022-01-02 22:00:00,1,290.39,0,0.28,50.07,0.31,0.5,0.5,0.01
2022-01-02 23:00:00,1,290.39,0,0.26,49.35,0.26,0.5,0.5,0.01
2022-01-03 00:00:00,1,290.39,0,0.24,48.64,0.21,0.5,0.5,0.01
2022-01-03 01:00:00,1,290.39,0,0.22,48.64,0.18,0.5,0.5,0.01
2022-01-03 02:00:00,1,290.39,0,0.21,49.35,0.15,0.5,0.5,0.01
2022-01-03 03:00:00,1,290.39,0.01,0.21,49.35,0.14,0.5,0.5,0.01
2022-01-03 04:00:00,1,290.39,0.03,0.24,49.35,0.18,0.5,0.5,0.01
2022-01-03 05:00:00,1,293.73,0.04,0.29,49.35,0.25,0.5,0.5,0.01
2022-01-03 06:00:00,1,293.73,0.03,0.37,49.35,0.31,0.5,0.5,0.01
2022-01-03 07:00:00,1,293.73,0.01,0.47,49.35,0.39,0.5,0.5,0.01
2022-01-03 08:00:00,1,293.73,0,0.55,50.07,0.52,0.5,0.5,0.01
2022-01-03 09:00:00,1,290.39,0,0.58,51.5,0.61,0.5,0.5,0.01
2022-01-03 10:00:00,1,290.39,0,0.55,52.93,0.6,0.5,0.5,0.01
2022-01-03 11:00:00,1,287.06,0,0.49,54.36,0.54,0.5,0.5,0.01
2022-01-03 12:00:00,1,283.72,0,0.42,56.51,0.49,0.5,0.5,0.01
2022-01-03 13:00:00,1,280.38,0,0.36,58.65,0.44,0.5,0.5,0.01
2022-01-03 14:00:00,1,277.04,0,0.29,60.8,0.37,0.5,0.5,0.01
2022-01-03 15:00:00,1,273.7,0,0.22,62.94,0.29,0.5,0.5,0.01
2022-01-03 16:00:00,1,273.7,0,0.17,64.37,0.23,0.5,0.5,0.01
2022-01-03 17:00:00,1,270.37,0,0.13,65.09,0.17,0.5,0.5,0.01
2022-01-03 18:00:00,1,270.37,0,0.11,65.8,0.13,0.5,0.5,0.01
2022-01-03 19:00:00,1,270.37,0,0.1,65.8,0.11,0.5,0.5,0.01
2022-01-03 20:00:00,1,270.37,0,0.09,66.52,0.09,0.5,0.5,0.01
2022-01-03 21:00:00,1,270.37,0,0.08,67.23,0.08,0.5,0.5,0.01
2022-01-03 22:00:00,1,270.37,0,0.07,67.95,0.07,0.5,0.5,0.01
2022-01-03 23:00:00,1,270.37,0,0.06,67.95,0.06,0.5,0.5,0.01
2022-01-04 00:00:00,1,270.37,0,0.06,68.66,0.06,0.5,0.5,0.01
2022-01-04 01:00:00,1,270.37,0,0.05,68.66,0.05,0.5,0.5,0.01
2022-01-04 02:00:00,1,267.03,0,0.05,68.66,0.05,0.5,0.5,0.01
2022-01-04 03:00:00,1,267.03,0,0.05,68.66,0.05,0.5,0.5,0.01
2022-01-04 04:00:00,1,267.03,0,0.06,70.1,0.07,0.5,0.5,0.01
2022-01-04 05:00:00,1,267.03,0,0.06,71.53,0.08,0.5,0.5,0.01
2022-01-04 06:00:00,1,267.03,0,0.06,72.24,0.08,0.5,0.5,0.01
2022-01-04 07:00:00,1,267.03,0,0.06,72.96,0.09,0.5,0.5,0.01
2022-01-04 08:00:00,1,270.37,0,0.07,73.67,0.09,0.5,0.5,0.01
2022-01-04 09:00:00,1,273.7,0,0.07,75.1,0.1,0.5,0.5,0.01
2022-01-04 10:00:00,1,273.7,0,0.07,75.82,0.1,0.5,0.5,0.01
2022-01-04 11:00:00,1,277.04,0,0.07,76.53,0.11,0.5,0.5,0.01
2022-01-04 12:00:00,1,280.38,0,0.06,77.25,0.12,0.5,0.5,0.01
2022-01-04 13:00:00,1,283.72,0,0.07,77.25,0.12,0.5,0.5,0.01
2022-01-04 14:00:00,1,283.72,0,0.06,75.82,0.1,0.5,0.5,0.01
2022-01-04 15:00:00,1,287.06,0,0.06,72.96,0.08,0.5,0.5,0.01
2022-01-04 16:00:00,1,287.06,0,0.06,71.53,0.07,0.5,0.5,0.01
2022-01-04 17:00:00,1,287.06,0,0.06,70.1,0.06,0.5,0.5,0.01
2022-01-04 18:00:00,1,287.06,0,0.06,68.66,0.06,0.5,0.5,0.01
2022-01-04 19:00:00,1,287.06,0,0.05,67.95,0.05,0.5,0.5,0.01
2022-01-04 20:00:00,1,287.06,0,0.05,67.23,0.05,0.5,0.5,0.01
2022-01-04 21:00:00,1,287.06,0,0.05,67.23,0.05,0.5,0.5,0.02
2022-01-04 22:00:00,1,287.06,0,0.05,67.23,0.05,0.5,0.5,0.02
2022-01-04 23:00:00,1,287.06,0,0.06,67.23,0.08,0.5,0.5,0.02
2022-01-05 00:00:00,1,283.72,0,0.08,67.95,0.14,0.5,0.5,0.02
2022-01-05 01:00:00,1,283.72,0,0.1,67.95,0.21,0.5,0.5,0.02
2022-01-05 02:00:00,1,283.72,0,0.12,67.23,0.29,0.5,0.5,0.02
2022-01-05 03:00:00,1,287.06,0,0.14,67.23,0.38,0.5,0.5,0.01
2022-01-05 04:00:00,1,287.06,0.01,0.17,67.95,0.55,0.5,0.5,0.01
2022-01-05 05:00:00,1,287.06,0.02,0.21,68.66,0.68,0.5,0.5,0.01
2022-01-05 06:00:00,1,283.72,0.01,0.24,67.95,0.68,0.5,0.5,0.01
2022-01-05 07:00:00,1,283.72,0,0.26,67.95,0.64,0.5,0.5,0.01
2022-01-05 08:00:00,1,283.72,0,0.26,67.95,0.61,0.5,0.5,0.01
2022-01-05 09:00:00,1,283.72,0,0.24,68.66,0.57,0.5,0.5,0.01
2022-01-05 10:00:00,1,280.38,0,0.23,68.66,0.52,0.5,0.5,0.01
2022-01-05 11:00:00,1,277.04,0,0.21,67.95,0.48,0.5,0.5,0.01
2022-01-05 12:00:00,1,277.04,0,0.2,68.66,0.49,0.5,0.5,0.01
2022-01-05 13:00:00,1,273.7,0,0.18,69.38,0.52,0.5,0.5,0.01
2022-01-05 14:00:00,1,273.7,0,0.17,70.81,0.51,0.5,0.5,0.01
2022-01-05 15:00:00,1,270.37,0,0.16,71.53,0.47,0.5,0.5,0.01
2022-01-05 16:00:00,1,270.37,0,0.14,72.24,0.44,0.5,0.5,0.01
2022-01-05 17:00:00,1,267.03,0,0.12,74.39,0.41,0.5,0.5,0.01
2022-01-05 18:00:00,1,267.03,0,0.1,75.82,0.37,0.5,0.5,0.01
2022-01-05 19:00:00,1,263.69,0,0.09,77.96,0.34,0.5,0.5,0.01
2022-01-05 20:00:00,2,263.69,0,0.07,80.11,0.3,0.5,0.5,0.01
2022-01-05 21:00:00,2,263.69,0,0.06,81.54,0.26,0.5,0.5,0.01
2022-01-05 22:00:00,2,260.35,0,0.05,82.25,0.22,0.5,0.5,0.01
2022-01-05 23:00:00,2,260.35,0,0.04,82.97,0.19,0.5,0.5,0.01
2022-01-06 00:00:00,2,260.35,0,0.03,83.68,0.17,0.5,0.5,0.01
2022-01-06 01:00:00,2,260.35,0,0.03,83.68,0.15,0.5,0.5,0.01
2022-01-06 02:00:00,2,260.35,0,0.03,82.97,0.13,0.5,0.5,0.01
2022-01-06 03:00:00,2,260.35,0,0.03,82.25,0.12,0.5,0.5,0.01
2022-01-06 04:00:00,2,260.35,0,0.03,82.25,0.13,0.5,0.5,0.01
2022-01-06 05:00:00,2,260.35,0,0.03,82.97,0.15,0.5,0.5,0.01
2022-01-06 06:00:00,2,260.35,0,0.03,84.4,0.17,0.5,0.5,0.01
2022-01-06 07:00:00,2,260.35,0,0.03,87.26,0.2,0.5,0.5,0
2022-01-06 08:00:00,2,263.69,0,0.03,87.98,0.2,0.5,0.5,0
2022-01-06 09:00:00,2,263.69,0,0.03,87.26,0.2,0.5,0.5,0.01
2022-01-06 10:00:00,2,267.03,0,0.03,86.55,0.2,0.5,0.5,0.01
2022-01-06 11:00:00,2,267.03,0,0.02,86.55,0.21,0.5,0.5,0.01
2022-01-06 12:00:00,2,267.03,0,0.02,87.98,0.22,0.5,0.5,0.01
2022-01-06 13:00:00,2,267.03,0,0.02,89.41,0.24,0.5,0.5,0.01
2022-01-06 14:00:00,2,267.03,0,0.02,90.12,0.25,0.5,0.5,0.01
2022-01-06 15:00:00,2,267.03,0,0.02,91.55,0.26,0.5,0.5,0.01
2022-01-06 16:00:00,2,270.37,0,0.03,94.41,0.31,0.5,0.5,0
2022-01-06 17:00:00,2,267.03,0,0.03,95.84,0.35,0.5,0.5,0
2022-01-06 18:00:00,2,267.03,0,0.04,97.27,0.4,0.5,0.5,0
2022-01-06 19:00:00,2,267.03,0,0.05,97.27,0.49,0.5,0.5,0
2022-01-06 20:00:00,2,263.69,0,0.06,95.84,0.62,0.5,0.5,0
2022-01-06 21:00:00,2,263.69,0,0.08,94.41,0.79,0.5,0.5,0
2022-01-06 22:00:00,2,263.69,0,0.1,92.98,1.01,0.5,0.5,0
2022-01-06 23:00:00,2,263.69,0,0.12,91.55,1.12,0.5,0.5,0
2022-01-07 00:00:00,2,263.69,0,0.12,90.84,1.03,0.5,0.5,0
2022-01-07 01:00:00,2,263.69,0,0.11,89.41,0.85,0.5,0.5,0
2022-01-07 02:00:00,2,263.69,0,0.11,87.26,0.75,0.5,0.5,0
2022-01-07 03:00:00,2,263.69,0,0.13,85.83,0.69,0.5,0.5,0
2022-01-07 04:00:00,2,263.69,0,0.16,84.4,0.69,0.5,0.5,0
2022-01-07 05:00:00,2,260.35,0,0.19,82.97,0.72,0.5,0.5,0
2022-01-07 06:00:00,2,260.35,0,0.22,81.54,0.74,0.5,0.5,0
2022-01-07 07:00:00,1,260.35,0,0.25,79.39,0.77,0.5,0.5,0
2022-01-07 08:00:00,1,260.35,0,0.28,77.96,0.8,0.5,0.5,0
2022-01-07 09:00:00,1,260.35,0,0.29,77.25,0.82,0.5,0.5,0
2022-01-07 10:00:00,1,260.35,0,0.3,76.53,0.82,0.5,0.5,0
2022-01-07 11:00:00,1,263.69,0,0.3,75.1,0.8,0.5,0.5,0
2022-01-07 12:00:00,1,263.69,0,0.3,73.67,0.79,0.5,0.5,0
2022-01-07 13:00:00,1,263.69,0,0.3,72.24,0.77,0.5,0.5,0
2022-01-07 14:00:00,1,267.03,0,0.29,70.81,0.75,0.5,0.5,0
2022-01-07 15:00:00,1,267.03,0,0.29,69.38,0.74,0.5,0.5,0
2022-01-07 16:00:00,1,270.37,0,0.3,67.95,0.73,0.5,0.5,0.01
2022-01-07 17:00:00,1,270.37,0,0.31,65.8,0.72,0.5,0.5,0.01
2022-01-07 18:00:00,1,270.37,0,0.31,64.37,0.69,0.5,0.5,0
2022-01-07 19:00:00,1,270.37,0,0.3,62.23,0.66,0.5,0.5,0
2022-01-07 20:00:00,1,270.37,0,0.3,60.8,0.64,0.5,0.5,0
2022-01-07 21:00:00,1,273.7,0,0.29,60.08,0.63,0.5,0.5,0
2022-01-07 22:00:00,1,273.7,0,0.28,58.65,0.6,0.5,0.5,0
2022-01-07 23:00:00,1,273.7,0,0.28,57.22,0.54,0.5,0.5,0
2022-01-08 00:00:00,1,277.04,0,0.27,55.79,0.51,0.5,0.5,0
2022-01-08 01:00:00,1,277.04,0,0.26,54.36,0.5,0.5,0.5,0
2022-01-08 02:00:00,1,280.38,0,0.26,53.64,0.51,0.5,0.5,0
2022-01-08 03:00:00,1,283.72,0,0.28,52.93,0.51,0.5,0.5,0
2022-01-08 04:00:00,1,287.06,0.01,0.27,51.5,0.49,0.5,0.5,0
2022-01-08 05:00:00,1,290.39,0.01,0.25,49.35,0.41,0.5,0.5,0
2022-01-08 06:00:00,1,290.39,0.01,0.23,47.92,0.35,0.5,0.5,0
2022-01-08 07:00:00,1,290.39,0,0.25,46.49,0.28,0.5,0.5,0
2022-01-08 08:00:00,1,287.06,0,0.28,44.35,0.22,0.5,0.5,0
2022-01-08 09:00:00,1,287.06,0,0.28,42.2,0.17,0.5,0.5,0.01
2022-01-08 10:00:00,1,287.06,0,0.26,40.41,0.14,0.5,0.5,0.01
2022-01-08 11:00:00,1,290.39,0,0.24,38.62,0.12,0.5,0.5,0.01
2022-01-08 12:00:00,1,290.39,0,0.21,36.84,0.1,0.5,0.5,0.01
2022-01-08 13:00:00,1,293.73,0,0.2,35.41,0.09,0.5,0.5,0.01
2022-01-08 14:00:00,1,293.73,0,0.18,33.97,0.08,0.5,0.5,0.01
2022-01-08 15:00:00,1,297.07,0,0.17,32.19,0.07,0.5,0.5,0.01
2022-01-08 16:00:00,1,300.41,0,0.17,30.4,0.06,0.5,0.5,0.01
2022-01-08 17:00:00,1,300.41,0,0.18,28.61,0.06,0.5,0.5,0.01
2022-01-08 18:00:00,1,303.75,0,0.2,27.18,0.06,0.5,0.5,0.01
2022-01-08 19:00:00,1,303.75,0,0.22,25.75,0.07,0.5,0.5,0.01
2022-01-08 20:00:00,1,303.75,0,0.24,25.03,0.07,0.5,0.5,0.01
2022-01-08 21:00:00,1,303.75,0,0.26,24.32,0.07,0.5,0.5,0.01
2022-01-08 22:00:00,1,303.75,0,0.27,23.6,0.07,0.5,0.5,0.01
2022-01-08 23:00:00,1,303.75,0,0.28,23.6,0.07,0.5,0.5,0.01
2022-01-09 00:00:00,1,307.08,0,0.29,23.6,0.07,0.5,0.5,0.01
2022-01-09 01:00:00,1,310.42,0,0.28,23.96,0.07,0.5,0.5,0.01
2022-01-09 02:00:00,1,313.76,0,0.27,24.32,0.06,0.5,0.5,0.01
2022-01-09 03:00:00,1,317.1,0.02,0.24,24.32,0.06,0.5,0.5,0.01
2022-01-09 04:00:00,1,320.43,0.04,0.2,24.68,0.05,0.5,0.5,0.01
2022-01-09 05:00:00,1,320.43,0.04,0.19,24.32,0.04,0.5,0.5,0.01
2022-01-09 06:00:00,1,320.43,0.03,0.2,23.6,0.04,0.5,0.5,0.01
2022-01-09 07:00:00,1,320.43,0.01,0.21,23.25,0.03,0.5,0.5,0.01
2022-01-09 08:00:00,1,320.43,0,0.21,22.71,0.03,0.5,0.5,0.01
2022-01-09 09:00:00,1,320.43,0,0.2,22.35,0.03,0.5,0.5,0.01
2022-01-09 10:00:00,1,320.43,0,0.19,21.99,0.03,0.5,0.5,0.02
2022-01-09 11:00:00,1,320.43,0,0.18,21.82,0.03,0.5,0.5,0.02
2022-01-09 12:00:00,1,320.43,0,0.18,22.17,0.03,0.5,0.5,0.02
2022-01-09 13:00:00,1,317.1,0,0.18,22.71,0.04,0.5,0.5,0.02
2022-01-09 14:00:00,1,317.1,0,0.17,23.25,0.04,0.5,0.5,0.02
2022-01-09 15:00:00,1,313.76,0,0.18,23.96,0.04,0.5,0.5,0.02
2022-01-09 16:00:00,1,313.76,0,0.18,24.68,0.05,0.5,0.5,0.02
2022-01-09 17:00:00,1,310.42,0,0.18,25.75,0.07,0.5,0.5,0.01
2022-01-09 18:00:00,1,307.08,0,0.18,27.18,0.09,0.5,0.5,0.02
2022-01-09 19:00:00,1,303.75,0,0.18,28.61,0.11,0.5,0.5,0.02
2022-01-09 20:00:00,1,300.41,0,0.17,30.4,0.13,0.5,0.5,0.02
2022-01-09 21:00:00,1,293.73,0,0.16,33.26,0.15,0.5,0.5,0.02
2022-01-09 22:00:00,1,287.06,0,0.14,36.84,0.16,0.5,0.5,0.01
2022-01-09 23:00:00,1,283.72,0,0.12,40.77,0.15,0.5,0.5,0.01
2022-01-10 00:00:00,1,277.04,0,0.1,44.7,0.14,0.5,0.5,0.01
2022-01-10 01:00:00,1,273.7,0,0.09,47.92,0.12,0.5,0.5,0.01
2022-01-10 02:00:00,1,273.7,0,0.07,50.07,0.11,0.5,0.5,0.01
2022-01-10 03:00:00,1,270.37,0,0.06,51.5,0.09,0.5,0.5,0.01
2022-01-10 04:00:00,1,267.03,0.01,0.05,52.93,0.08,0.5,0.5,0.01
2022-01-10 05:00:00,1,263.69,0.01,0.04,54.36,0.07,0.5,0.5,0.01
2022-01-10 06:00:00,1,263.69,0,0.04,56.51,0.06,0.5,0.5,0.01
2022-01-10 07:00:00,1,263.69,0,0.03,57.94,0.06,0.5,0.5,0.01
2022-01-10 08:00:00,1,263.69,0,0.03,60.8,0.07,0.5,0.5,0.01
2022-01-10 09:00:00,1,263.69,0,0.02,64.37,0.09,0.5,0.5,0.01
2022-01-10 10:00:00,1,267.03,0,0.02,67.23,0.12,0.5,0.5,0.01
2022-01-10 11:00:00,1,267.03,0,0.01,67.95,0.14,0.5,0.5,0.01
2022-01-10 12:00:00,1,270.37,0,0.01,67.95,0.18,0.5,0.5,0.01
2022-01-10 13:00:00,1,270.37,0,0.01,68.66,0.23,0.5,0.5,0.01
2022-01-10 14:00:00,1,270.37,0,0.01,68.66,0.26,0.5,0.5,0.01
2022-01-10 15:00:00,1,270.37,0,0.01,67.95,0.28,0.5,0.5,0.01
2022-01-10 16:00:00,1,270.37,0,0.01,67.23,0.29,0.5,0.5,0.01
2022-01-10 17:00:00,1,270.37,0,0.01,65.09,0.25,0.5,0.5,0.01
2022-01-10 18:00:00,1,270.37,0,0.01,62.23,0.19,0.5,0.5,0.01
2022-01-10 19:00:00,1,267.03,0,0.01,60.08,0.13,0.5,0.5,0.01
2022-01-10 20:00:00,1,270.37,0,0.01,60.08,0.09,0.5,0.5,0.02
2022-01-10 21:00:00,1,273.7,0,0.01,61.51,0.09,0.5,0.5,0.02
2022-01-10 22:00:00,1,273.7,0,0.01,63.66,0.09,0.5,0.5,0.02
2022-01-10 23:00:00,1,277.04,0,0.01,65.8,0.1,0.5,0.5,0.02
2022-01-11 00:00:00,1,277.04,0,0.01,67.23,0.1,0.5,0.5,0.02
2022-01-11 01:00:00,1,277.04,0,0.02,70.81,0.11,0.5,0.5,0.02
2022-01-11 02:00:00,1,277.04,0,0.02,72.96,0.11,0.5,0.5,0.02
2022-01-11 03:00:00,1,277.04,0,0.02,74.39,0.11,0.5,0.5,0.01
2022-01-11 04:00:00,1,277.04,0,0.03,77.25,0.11,0.5,0.5,0.01
2022-01-11 05:00:00,1,277.04,0,0.06,78.68,0.14,0.5,0.5,0.01
2022-01-11 06:00:00,1,280.38,0,0.12,78.68,0.21,0.5,0.5,0.01
2022-01-11 07:00:00,1,283.72,0,0.22,78.68,0.3,0.5,0.5,0
2022-01-11 08:00:00,1,287.06,0,0.28,77.25,0.34,0.5,0.5,0
2022-01-11 09:00:00,1,287.06,0,0.29,75.1,0.34,0.5,0.5,0
2022-01-11 10:00:00,1,290.39,0,0.29,73.67,0.33,0.5,0.5,0
2022-01-11 11:00:00,1,290.39,0,0.3,72.24,0.33,0.5,0.5,0
2022-01-11 12:00:00,1,290.39,0,0.31,70.1,0.34,0.5,0.5,0
2022-01-11 13:00:00,1,290.39,0,0.31,67.95,0.36,0.5,0.5,0
2022-01-11 14:00:00,1,290.39,0,0.31,65.8,0.36,0.5,0.5,0
2022-01-11 15:00:00,1,290.39,0,0.31,63.66,0.37,0.5,0.5,0
2022-01-11 16:00:00,1,290.39,0,0.33,60.8,0.38,0.5,0.5,0
2022-01-11 17:00:00,1,290.39,0,0.34,57.94,0.39,0.5,0.5,0
2022-01-11 18:00:00,1,290.39,0,0.33,56.51,0.38,0.5,0.5,0
2022-01-11 19:00:00,1,293.73,0,0.33,55.79,0.35,0.5,0.5,0
2022-01-11 20:00:00,1,297.07,0,0.31,56.51,0.31,0.5,0.5,0
2022-01-11 21:00:00,1,297.07,0,0.29,55.79,0.28,0.5,0.5,0
2022-01-11 22:00:00,1,297.07,0,0.28,54.36,0.25,0.5,0.5,0.01
2022-01-11 23:00:00,1,297.07,0,0.27,52.93,0.2,0.5,0.5,0.01
2022-01-12 00:00:00,1,297.07,0,0.26,51.5,0.17,0.5,0.5,0.01
2022-01-12 01:00:00,1,293.73,0,0.24,49.35,0.13,0.5,0.5,0.01
2022-01-12 02:00:00,1,293.73,0,0.23,47.21,0.1,0.5,0.5,0.01
2022-01-12 03:00:00,1,290.39,0.01,0.21,45.06,0.08,0.5,0.5,0.01
2022-01-12 04:00:00,1,290.39,0.03,0.2,43.63,0.08,0.5,0.5,0.01
2022-01-12 05:00:00,1,290.39,0.04,0.2,42.56,0.08,0.5,0.5,0.01
2022-01-12 06:00:00,1,290.39,0.03,0.21,41.13,0.08,0.5,0.5,0.01
2022-01-12 07:00:00,1,290.39,0.01,0.23,40.41,0.08,0.5,0.5,0.01
2022-01-12 08:00:00,1,290.39,0,0.24,40.05,0.08,0.5,0.5,0.01
2022-01-12 09:00:00,1,290.39,0,0.23,40.77,0.09,0.5,0.5,0.01
2022-01-12 10:00:00,1,290.39,0,0.23,41.84,0.09,0.5,0.5,0.01
2022-01-12 11:00:00,1,290.39,0,0.23,42.92,0.09,0.5,0.5,0.01
2022-01-12 12:00:00,1,287.06,0,0.21,44.7,0.09,0.5,0.5,0.01
2022-01-12 13:00:00,1,280.38,0,0.18,47.21,0.08,0.5,0.5,0.01
2022-01-12 14:00:00,1,277.04,0,0.15,48.64,0.07,0.5,0.5,0.01
2022-01-12 15:00:00,1,273.7,0,0.12,50.07,0.07,0.5,0.5,0.01
2022-01-12 16:00:00,1,270.37,0,0.1,52.21,0.08,0.5,0.5,0.01
2022-01-12 17:00:00,1,267.03,0,0.08,55.79,0.1,0.5,0.5,0.01
2022-01-12 18:00:00,1,263.69,0,0.06,57.94,0.1,0.5,0.5,0.01
2022-01-12 19:00:00,1,260.35,0,0.06,60.08,0.09,0.5,0.5,0.01
2022-01-12 20:00:00,1,257.02,0,0.05,61.51,0.08,0.5,0.5,0.01
2022-01-12 21:00:00,1,257.02,0,0.04,59.37,0.07,0.5,0.5,0.01
2022-01-12 22:00:00,1,257.02,0,0.04,55.79,0.04,0.5,0.5,0.01
2022-01-12 23:00:00,1,257.02,0,0.04,52.21,0.02,0.5,0.5,0.01
2022-01-13 00:00:00,1,257.02,0,0.04,52.21,0.02,0.5,0.5,0.01
2022-01-13 01:00:00,1,260.35,0,0.04,53.64,0.03,0.5,0.5,0.01
2022-01-13 02:00:00,1,263.69,0,0.04,55.79,0.04,0.5,0.5,0.01
2022-01-13 03:00:00,1,263.69,0,0.05,57.22,0.05,0.5,0.5,0.01
2022-01-13 04:00:00,1,267.03,0,0.07,57.22,0.05,0.5,0.5,0.01
2022-01-13 05:00:00,1,267.03,0,0.08,56.51,0.05,0.5,0.5,0.01
2022-01-13 06:00:00,1,267.03,0,0.08,56.51,0.04,0.5,0.5,0.01
2022-01-13 07:00:00,1,263.69,0,0.08,55.79,0.03,0.5,0.5,0.01
2022-01-13 08:00:00,1,263.69,0,0.08,57.22,0.03,0.5,0.5,0.01
2022-01-13 09:00:00,1,267.03,0,0.07,58.65,0.03,0.5,0.5,0.01
2022-01-13 10:00:00,1,267.03,0,0.07,60.08,0.03,0.5,0.5,0.01
2022-01-13 11:00:00,1,267.03,0,0.06,62.23,0.03,0.5,0.5,0.01
2022-01-13 12:00:00,1,270.37,0,0.05,65.8,0.04,0.5,0.5,0.01
2022-01-13 13:00:00,1,270.37,0,0.05,69.38,0.05,0.5,0.5,0.01
2022-01-13 14:00:00,1,273.7,0,0.05,68.66,0.04,0.5,0.5,0.01
2022-01-13 15:00:00,1,277.04,0,0.05,68.66,0.04,0.5,0.5,0.01
2022-01-13 16:00:00,1,277.04,0,0.05,67.95,0.04,0.5,0.5,0.01
2022-01-13 17:00:00,1,280.38,0,0.05,67.95,0.04,0.5,0.5,0.01
2022-01-13 18:00:00,1,280.38,0,0.05,67.23,0.04,0.5,0.5,0.01
2022-01-13 19:00:00,1,283.72,0,0.05,67.23,0.05,0.5,0.5,0.01
2022-01-13 20:00:00,1,283.72,0,0.06,67.23,0.05,0.5,0.5,0.01
2022-01-13 21:00:00,1,283.72,0,0.06,66.52,0.05,0.5,0.5,0.01
2022-01-13 22:00:00,1,283.72,0,0.06,65.8,0.05,0.5,0.5,0.01
2022-01-13 23:00:00,1,283.72,0,0.06,64.37,0.05,0.5,0.5,0.01
2022-01-14 00:00:00,1,283.72,0,0.06,63.66,0.05,0.5,0.5,0.01
2022-01-14 01:00:00,1,283.72,0,0.06,62.94,0.05,0.5,0.5,0.01
2022-01-14 02:00:00,1,283.72,0,0.06,61.51,0.04,0.5,0.5,0.01
2022-01-14 03:00:00,1,280.38,0,0.05,60.08,0.03,0.5,0.5,0.02
