Date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2022-09-22 19:00:00,1,170.23,0,0.03,31.11,0.01,0.5,0.51,0
2022-09-22 20:00:00,1,168.56,0,0.03,29.68,0.01,0.5,0.51,0
2022-09-22 21:00:00,1,168.56,0,0.04,29.33,0.01,0.5,0.51,0
2022-09-22 22:00:00,1,170.23,0,0.05,30.4,0.01,0.5,0.51,0.01
2022-09-22 23:00:00,1,170.23,0,0.05,32.54,0.01,0.5,0.51,0.01
2022-09-23 00:00:00,1,168.56,0,0.05,36.84,0.01,0.5,0.51,0.01
2022-09-23 01:00:00,1,166.89,0,0.04,45.78,0.02,0.5,0.51,0.01
2022-09-23 02:00:00,1,165.22,0,0.04,51.5,0.02,0.5,0.51,0
2022-09-23 03:00:00,1,163.56,0,0.03,55.79,0.02,0.5,0.51,0
2022-09-23 04:00:00,1,158.55,0,0.04,60.8,0.02,0.5,0.51,0
2022-09-23 05:00:00,1,158.55,0,0.04,60.8,0.02,0.5,0.51,0
2022-09-23 06:00:00,1,156.88,0,0.04,60.8,0.02,0.5,0.51,0
2022-09-23 07:00:00,1,156.88,0,0.04,59.37,0.02,0.5,0.52,0
2022-09-23 08:00:00,1,156.88,0,0.04,57.94,0.03,0.5,0.52,0
2022-09-23 09:00:00,1,156.88,0,0.05,57.22,0.03,0.5,0.52,0.01
2022-09-23 10:00:00,1,156.88,0,0.05,54.36,0.02,0.5,0.52,0
2022-09-23 11:00:00,1,156.88,0,0.05,48.64,0.01,0.5,0.52,0
2022-09-23 12:00:00,1,156.88,0,0.06,43.99,0.01,0.5,0.52,0
2022-09-23 13:00:00,1,158.55,0,0.06,41.48,0.02,0.5,0.51,0
2022-09-23 14:00:00,1,158.55,0,0.07,42.2,0.02,0.5,0.51,0
2022-09-23 15:00:00,1,160.22,0,0.08,49.35,0.01,0.5,0.5,0
2022-09-23 16:00:00,1,163.56,0,0.08,65.09,0.02,0.5,0.51,0
2022-09-23 17:00:00,1,166.89,0,0.07,67.95,0.02,0.5,0.51,0
2022-09-23 18:00:00,1,171.9,0,0.07,66.52,0.02,0.5,0.52,0
2022-09-23 19:00:00,1,176.91,0,0.09,64.37,0.02,0.5,0.53,0
2022-09-23 20:00:00,1,178.58,0,0.1,62.23,0.02,0.5,0.53,0
2022-09-23 21:00:00,1,181.91,0,0.1,60.08,0.02,0.5,0.54,0
2022-09-23 22:00:00,1,185.25,0,0.11,57.94,0.02,0.5,0.54,0
2022-09-23 23:00:00,1,188.59,0,0.13,55.79,0.02,0.5,0.55,0.01
2022-09-24 00:00:00,1,191.93,0.01,0.12,54.36,0.02,0.5,0.55,0.02
2022-09-24 01:00:00,1,190.26,0,0.09,66.52,0.02,0.5,0.53,0.07
2022-09-24 02:00:00,1,191.93,0,0.07,68.66,0.02,0.5,0.53,0.12
2022-09-24 03:00:00,1,196.93,0.01,0.06,66.52,0.02,0.5,0.53,0.17
2022-09-24 04:00:00,1,198.6,0,0.05,65.09,0.01,0.5,0.52,0.18
2022-09-24 05:00:00,1,201.94,0,0.04,63.66,0.01,0.5,0.52,0.16
2022-09-24 06:00:00,1,203.61,0,0.04,62.23,0.01,0.5,0.52,0.12
2022-09-24 07:00:00,1,196.93,0,0.04,62.94,0.01,0.5,0.52,0.05
2022-09-24 08:00:00,1,185.25,0,0.03,63.66,0.01,0.5,0.52,0.02
2022-09-24 09:00:00,1,175.24,0,0.03,62.94,0.01,0.5,0.52,0.01
2022-09-24 10:00:00,1,171.9,0,0.04,59.37,0.01,0.5,0.52,0.01
2022-09-24 11:00:00,1,170.23,0,0.04,55.79,0.01,0.5,0.53,0.01
2022-09-24 12:00:00,1,170.23,0,0.04,52.93,0.01,0.5,0.53,0.01
2022-09-24 13:00:00,1,170.23,0,0.04,51.5,0.01,0.5,0.54,0.01
2022-09-24 14:00:00,1,170.23,0,0.04,52.21,0.02,0.5,0.55,0.01
2022-09-24 15:00:00,1,170.23,0,0.04,55.07,0.02,0.5,0.56,0.01
2022-09-24 16:00:00,1,170.23,0,0.04,57.22,0.02,0.5,0.56,0.02
2022-09-24 17:00:00,1,170.23,0,0.05,58.65,0.03,0.5,0.57,0.02
2022-09-24 18:00:00,1,170.23,0,0.06,58.65,0.03,0.5,0.58,0.02
2022-09-24 19:00:00,1,170.23,0,0.09,57.94,0.05,0.5,0.58,0.02
2022-09-24 20:00:00,1,170.23,0,0.11,57.22,0.06,0.5,0.59,0.02
2022-09-24 21:00:00,1,170.23,0,0.13,57.22,0.06,0.5,0.6,0.02
2022-09-24 22:00:00,1,170.23,0,0.13,56.51,0.07,0.5,0.6,0.02
2022-09-24 23:00:00,1,170.23,0,0.15,55.07,0.06,0.5,0.59,0.01
2022-09-25 00:00:00,1,168.56,0.01,0.17,54.36,0.07,0.5,0.57,0.01
2022-09-25 01:00:00,1,168.56,0.01,0.13,57.94,0.05,0.5,0.52,0.01
2022-09-25 02:00:00,1,168.56,0.01,0.08,59.37,0.04,0.5,0.52,0
2022-09-25 03:00:00,1,168.56,0.01,0.06,58.65,0.03,0.5,0.51,0
2022-09-25 04:00:00,1,168.56,0.01,0.05,57.22,0.03,0.5,0.51,0
2022-09-25 05:00:00,1,168.56,0.01,0.04,55.79,0.02,0.5,0.51,0
2022-09-25 06:00:00,1,168.56,0,0.03,55.79,0.02,0.5,0.51,0
2022-09-25 07:00:00,1,168.56,0,0.03,55.07,0.02,0.5,0.51,0
2022-09-25 08:00:00,1,168.56,0,0.03,53.64,0.02,0.5,0.51,0
2022-09-25 09:00:00,1,168.56,0,0.03,52.21,0.02,0.5,0.5,0
2022-09-25 10:00:00,1,170.23,0,0.03,51.5,0.02,0.5,0.5,0
2022-09-25 11:00:00,1,171.9,0,0.03,50.07,0.02,0.5,0.51,0
2022-09-25 12:00:00,1,171.9,0,0.03,47.92,0.02,0.5,0.51,0
2022-09-25 13:00:00,1,170.23,0,0.03,45.06,0.01,0.5,0.5,0
2022-09-25 14:00:00,1,170.23,0,0.03,42.2,0.01,0.5,0.5,0
2022-09-25 15:00:00,1,168.56,0,0.03,40.05,0.01,0.5,0.5,0
2022-09-25 16:00:00,1,168.56,0,0.03,39.7,0.01,0.5,0.5,0
2022-09-25 17:00:00,1,166.89,0,0.03,40.05,0.02,0.5,0.5,0
2022-09-25 18:00:00,1,166.89,0,0.03,40.77,0.02,0.5,0.5,0
2022-09-25 19:00:00,1,168.56,0,0.03,41.48,0.02,0.5,0.5,0
2022-09-25 20:00:00,1,168.56,0,0.03,41.48,0.02,0.5,0.5,0
2022-09-25 21:00:00,1,168.56,0,0.03,41.13,0.02,0.5,0.51,0
2022-09-25 22:00:00,1,168.56,0,0.03,40.77,0.02,0.5,0.51,0
2022-09-25 23:00:00,1,168.56,0,0.03,40.05,0.01,0.5,0.51,0
2022-09-26 00:00:00,1,170.23,0,0.03,40.05,0.01,0.5,0.51,0
2022-09-26 01:00:00,1,171.9,0,0.02,40.77,0.01,0.5,0.51,0
2022-09-26 02:00:00,1,171.9,0,0.01,41.48,0.01,0.5,0.51,0
2022-09-26 03:00:00,1,171.9,0,0.01,40.41,0.01,0.5,0.51,0
2022-09-26 04:00:00,1,171.9,0,0.01,39.34,0.01,0.5,0.51,0
2022-09-26 05:00:00,1,171.9,0,0.01,38.62,0.01,0.5,0.51,0
2022-09-26 06:00:00,1,170.23,0,0.01,38.27,0.01,0.5,0.51,0
2022-09-26 07:00:00,1,170.23,0,0.01,38.27,0.01,0.5,0.51,0
2022-09-26 08:00:00,1,168.56,0,0.01,37.91,0.01,0.5,0.51,0
2022-09-26 09:00:00,1,168.56,0,0.01,37.91,0.01,0.5,0.51,0
2022-09-26 10:00:00,1,168.56,0,0.02,36.12,0,0.5,0.51,0
2022-09-26 11:00:00,1,168.56,0,0.02,33.26,0,0.5,0.51,0
2022-09-26 12:00:00,1,168.56,0,0.02,31.11,0,0.5,0.52,0
2022-09-26 13:00:00,1,168.56,0,0.02,30.76,0,0.5,0.53,0.01
2022-09-26 14:00:00,1,171.9,0,0.02,31.11,0,0.5,0.53,0.01
2022-09-26 15:00:00,1,171.9,0,0.03,31.47,0.01,0.5,0.55,0.01
2022-09-26 16:00:00,1,171.9,0,0.03,31.83,0,0.5,0.55,0.01
2022-09-26 17:00:00,1,171.9,0,0.03,32.19,0,0.5,0.55,0.01
2022-09-26 18:00:00,1,171.9,0,0.03,32.54,0,0.5,0.56,0.01
2022-09-26 19:00:00,1,171.9,0,0.03,32.9,0.01,0.5,0.58,0.01
2022-09-26 20:00:00,1,171.9,0,0.03,33.62,0.01,0.5,0.6,0.01
2022-09-26 21:00:00,1,171.9,0,0.04,34.69,0.01,0.5,0.6,0.01
2022-09-26 22:00:00,1,171.9,0,0.05,35.41,0.01,0.5,0.6,0.01
2022-09-26 23:00:00,1,171.9,0,0.05,36.12,0.01,0.5,0.6,0.01
2022-09-27 00:00:00,1,171.9,0,0.05,37.91,0.01,0.5,0.61,0.01
2022-09-27 01:00:00,1,171.9,0,0.04,41.13,0.01,0.5,0.6,0.01
2022-09-27 02:00:00,1,170.23,0,0.03,40.05,0.01,0.5,0.59,0.01
2022-09-27 03:00:00,1,170.23,0,0.02,38.27,0.01,0.5,0.57,0.01
2022-09-27 04:00:00,1,170.23,0,0.02,42.2,0.01,0.5,0.54,0.01
2022-09-27 05:00:00,1,170.23,0,0.02,42.2,0.01,0.5,0.53,0.01
2022-09-27 06:00:00,1,168.56,0,0.01,41.84,0.01,0.5,0.51,0.01
2022-09-27 07:00:00,1,168.56,0,0.01,41.48,0.01,0.5,0.51,0
2022-09-27 08:00:00,1,168.56,0,0.01,42.2,0.01,0.5,0.5,0
2022-09-27 09:00:00,1,170.23,0,0.01,42.2,0.01,0.5,0.5,0
2022-09-27 10:00:00,1,170.23,0,0.01,42.92,0.01,0.5,0.5,0
2022-09-27 11:00:00,1,168.56,0,0.03,44.7,0.02,0.5,0.5,0
2022-09-27 12:00:00,1,168.56,0,0.07,46.49,0.07,0.5,0.5,0
2022-09-27 13:00:00,1,170.23,0,0.1,48.64,0.09,0.5,0.5,0
2022-09-27 14:00:00,1,170.23,0,0.08,50.78,0.07,0.5,0.5,0
2022-09-27 15:00:00,1,170.23,0,0.07,52.21,0.05,0.5,0.5,0
2022-09-27 16:00:00,1,170.23,0,0.07,50.78,0.04,0.5,0.5,0
2022-09-27 17:00:00,1,170.23,0,0.07,50.07,0.04,0.5,0.5,0
2022-09-27 18:00:00,1,170.23,0,0.06,50.07,0.03,0.5,0.5,0
2022-09-27 19:00:00,1,170.23,0,0.05,50.78,0.03,0.5,0.5,0
2022-09-27 20:00:00,1,170.23,0,0.06,51.5,0.03,0.5,0.5,0
2022-09-27 21:00:00,1,170.23,0,0.06,52.21,0.03,0.5,0.51,0
2022-09-27 22:00:00,1,170.23,0,0.06,53.64,0.03,0.5,0.51,0
2022-09-27 23:00:00,1,170.23,0,0.05,53.64,0.03,0.5,0.51,0
2022-09-28 00:00:00,1,170.23,0,0.04,54.36,0.02,0.5,0.51,0
2022-09-28 01:00:00,1,170.23,0,0.03,55.07,0.02,0.5,0.51,0
2022-09-28 02:00:00,1,170.23,0,0.02,55.07,0.02,0.5,0.51,0
2022-09-28 03:00:00,1,170.23,0,0.02,55.07,0.02,0.5,0.51,0
2022-09-28 04:00:00,1,168.56,0,0.01,55.79,0.02,0.5,0.51,0
2022-09-28 05:00:00,1,168.56,0,0.01,55.79,0.02,0.5,0.51,0
2022-09-28 06:00:00,1,166.89,0,0.01,55.07,0.01,0.5,0.51,0
2022-09-28 07:00:00,1,166.89,0,0.01,53.64,0.01,0.5,0.51,0
2022-09-28 08:00:00,1,166.89,0,0.01,52.93,0.01,0.5,0.51,0
2022-09-28 09:00:00,1,165.22,0,0.01,52.21,0.01,0.5,0.51,0
2022-09-28 10:00:00,1,166.89,0,0.02,50.78,0.01,0.5,0.51,0
2022-09-28 11:00:00,1,168.56,0,0.02,49.35,0.01,0.5,0.51,0
2022-09-28 12:00:00,1,170.23,0,0.02,47.21,0.01,0.5,0.51,0.01
2022-09-28 13:00:00,1,170.23,0,0.02,46.49,0.01,0.5,0.51,0.01
2022-09-28 14:00:00,1,171.9,0,0.03,45.78,0.01,0.5,0.51,0.01
2022-09-28 15:00:00,1,173.57,0,0.03,45.78,0.01,0.5,0.51,0.01
2022-09-28 16:00:00,1,175.24,0,0.03,45.06,0.01,0.5,0.52,0.01
2022-09-28 17:00:00,1,175.24,0,0.03,44.7,0.01,0.5,0.52,0.01
2022-09-28 18:00:00,1,175.24,0,0.03,44.35,0.01,0.5,0.52,0.01
2022-09-28 19:00:00,1,175.24,0,0.03,44.35,0.01,0.5,0.51,0.01
2022-09-28 20:00:00,1,175.24,0,0.03,44.7,0.01,0.5,0.52,0.01
2022-09-28 21:00:00,1,175.24,0,0.03,45.78,0.01,0.5,0.53,0.01
2022-09-28 22:00:00,1,175.24,0,0.03,45.78,0.01,0.5,0.55,0.01
2022-09-28 23:00:00,1,173.57,0,0.03,44.35,0.01,0.5,0.57,0.01
2022-09-29 00:00:00,1,173.57,0,0.02,42.56,0.01,0.5,0.58,0.01
2022-09-29 01:00:00,1,171.9,0,0.02,43.27,0.01,0.5,0.59,0.01
2022-09-29 02:00:00,1,171.9,0,0.01,42.56,0.01,0.5,0.58,0.01
2022-09-29 03:00:00,1,171.9,0,0.01,41.13,0.01,0.5,0.56,0.01
2022-09-29 04:00:00,1,170.23,0,0.01,45.42,0.01,0.5,0.55,0.01
2022-09-29 05:00:00,1,170.23,0,0.01,48.64,0.01,0.5,0.53,0
2022-09-29 06:00:00,1,170.23,0,0.01,49.35,0.01,0.5,0.52,0
2022-09-29 07:00:00,1,170.23,0,0.01,50.07,0.01,0.5,0.52,0
2022-09-29 08:00:00,1,168.56,0,0.01,50.07,0.01,0.5,0.51,0
2022-09-29 09:00:00,1,168.56,0,0.01,50.07,0.01,0.5,0.51,0
2022-09-29 10:00:00,1,168.56,0,0.01,49.35,0.01,0.5,0.51,0
2022-09-29 11:00:00,1,168.56,0,0.01,48.64,0.01,0.5,0.5,0
2022-09-29 12:00:00,1,170.23,0,0.02,48.64,0.01,0.5,0.5,0
2022-09-29 13:00:00,1,170.23,0,0.02,48.64,0.01,0.5,0.5,0
2022-09-29 14:00:00,1,170.23,0,0.02,48.64,0.02,0.5,0.5,0
2022-09-29 15:00:00,1,170.23,0,0.03,50.78,0.03,0.5,0.5,0
2022-09-29 16:00:00,1,170.23,0,0.04,48.64,0.03,0.5,0.5,0
2022-09-29 17:00:00,1,170.23,0,0.03,45.42,0.02,0.5,0.5,0.01
2022-09-29 18:00:00,1,170.23,0,0.03,43.27,0.02,0.5,0.51,0.01
2022-09-29 19:00:00,1,170.23,0,0.03,41.48,0.01,0.5,0.52,0.01
2022-09-29 20:00:00,1,170.23,0,0.03,39.34,0.01,0.5,0.52,0.02
2022-09-29 21:00:00,1,170.23,0,0.02,37.19,0.01,0.5,0.53,0.02
2022-09-29 22:00:00,1,170.23,0,0.02,35.05,0.01,0.5,0.53,0.03
2022-09-29 23:00:00,1,170.23,0,0.02,33.62,0.01,0.5,0.53,0.03
2022-09-30 00:00:00,1,170.23,0,0.02,32.9,0.01,0.5,0.53,0.03
2022-09-30 01:00:00,1,170.23,0,0.02,48.64,0.03,0.5,0.52,0.01
2022-09-30 02:00:00,1,168.56,0,0.02,48.64,0.03,0.5,0.55,0
2022-09-30 03:00:00,1,168.56,0,0.01,47.21,0.02,0.5,0.58,0.01
2022-09-30 04:00:00,1,166.89,0,0.01,46.49,0.02,0.5,0.57,0
2022-09-30 05:00:00,1,166.89,0,0.01,47.21,0.02,0.5,0.55,0
2022-09-30 06:00:00,1,166.89,0,0.01,47.21,0.02,0.5,0.54,0
2022-09-30 07:00:00,1,168.56,0,0.01,47.92,0.02,0.5,0.53,0
2022-09-30 08:00:00,1,168.56,0,0.01,48.64,0.02,0.5,0.53,0
2022-09-30 09:00:00,1,168.56,0,0.02,50.78,0.03,0.5,0.52,0
2022-09-30 10:00:00,1,168.56,0,0.02,53.64,0.04,0.5,0.51,0
2022-09-30 11:00:00,1,168.56,0,0.02,55.07,0.04,0.5,0.5,0
2022-09-30 12:00:00,1,168.56,0,0.03,55.79,0.04,0.5,0.5,0
2022-09-30 13:00:00,1,168.56,0,0.03,56.51,0.04,0.5,0.5,0
2022-09-30 14:00:00,1,170.23,0,0.03,57.22,0.04,0.5,0.5,0
2022-09-30 15:00:00,1,170.23,0,0.03,57.94,0.03,0.5,0.5,0
2022-09-30 16:00:00,1,170.23,0,0.03,57.94,0.03,0.5,0.5,0
2022-09-30 17:00:00,1,170.23,0,0.04,57.94,0.03,0.5,0.5,0
2022-09-30 18:00:00,1,170.23,0,0.04,57.22,0.03,0.5,0.5,0
2022-09-30 19:00:00,1,171.9,0,0.04,55.79,0.03,0.5,0.51,0
2022-09-30 20:00:00,1,173.57,0,0.04,53.64,0.03,0.5,0.51,0
2022-09-30 21:00:00,1,175.24,0,0.04,51.5,0.02,0.5,0.51,0
2022-09-30 22:00:00,1,175.24,0,0.04,47.92,0.02,0.5,0.51,0
2022-09-30 23:00:00,1,175.24,0,0.04,45.06,0.02,0.5,0.51,0.01
2022-10-01 00:00:00,1,175.24,0,0.03,43.63,0.02,0.5,0.5,0.01
2022-10-01 01:00:00,1,173.57,0,0.03,45.78,0.03,0.5,0.51,0
2022-10-01 02:00:00,1,173.57,0,0.02,45.06,0.04,0.5,0.51,0
2022-10-01 03:00:00,1,173.57,0,0.02,42.56,0.04,0.5,0.5,0
2022-10-01 04:00:00,1,173.57,0,0.01,41.48,0.05,0.5,0.5,0
2022-10-01 05:00:00,1,173.57,0,0.01,41.84,0.05,0.5,0.5,0
2022-10-01 06:00:00,1,173.57,0,0.01,41.84,0.05,0.5,0.5,0
2022-10-01 07:00:00,1,171.9,0,0.01,42.92,0.05,0.5,0.5,0
2022-10-01 08:00:00,1,171.9,0,0.02,44.35,0.05,0.5,0.5,0
2022-10-01 09:00:00,1,171.9,0,0.02,45.78,0.05,0.5,0.5,0
2022-10-01 10:00:00,1,171.9,0,0.02,47.21,0.05,0.5,0.5,0
2022-10-01 11:00:00,1,171.9,0,0.03,48.64,0.06,0.5,0.5,0
2022-10-01 12:00:00,1,171.9,0,0.03,50.07,0.06,0.5,0.5,0
2022-10-01 13:00:00,1,173.57,0,0.03,52.21,0.06,0.5,0.5,0
2022-10-01 14:00:00,1,171.9,0,0.03,52.21,0.06,0.5,0.5,0
2022-10-01 15:00:00,1,170.23,0,0.08,50.78,0.07,0.5,0.5,0
2022-10-01 16:00:00,1,173.57,0,0.15,53.64,0.08,0.5,0.5,0
2022-10-01 17:00:00,1,175.24,0,0.16,55.07,0.07,0.5,0.5,0
2022-10-01 18:00:00,1,171.9,0,0.11,52.93,0.06,0.5,0.5,0
2022-10-01 19:00:00,1,171.9,0,0.06,52.21,0.04,0.5,0.5,0
2022-10-01 20:00:00,1,175.24,0,0.05,54.36,0.04,0.5,0.5,0
2022-10-01 21:00:00,1,175.24,0,0.05,56.51,0.03,0.5,0.5,0
2022-10-01 22:00:00,1,173.57,0,0.05,57.22,0.03,0.5,0.5,0
2022-10-01 23:00:00,1,173.57,0,0.05,57.94,0.04,0.5,0.5,0
2022-10-02 00:00:00,1,173.57,0,0.05,58.65,0.04,0.5,0.5,0
2022-10-02 01:00:00,1,173.57,0,0.04,61.51,0.04,0.5,0.5,0
2022-10-02 02:00:00,1,173.57,0,0.03,65.09,0.04,0.5,0.5,0
2022-10-02 03:00:00,1,171.9,0,0.03,66.52,0.04,0.5,0.5,0
2022-10-02 04:00:00,1,171.9,0,0.02,68.66,0.03,0.5,0.5,0
2022-10-02 05:00:00,1,171.9,0,0.02,70.1,0.03,0.5,0.5,0
2022-10-02 06:00:00,1,171.9,0,0.02,70.1,0.02,0.5,0.5,0
2022-10-02 07:00:00,1,171.9,0,0.01,69.38,0.02,0.5,0.5,0
2022-10-02 08:00:00,1,171.9,0,0.01,69.38,0.02,0.5,0.5,0
2022-10-02 09:00:00,1,171.9,0,0.01,70.1,0.03,0.5,0.5,0
2022-10-02 10:00:00,1,173.57,0,0.02,70.81,0.06,0.5,0.5,0
2022-10-02 11:00:00,1,173.57,0,0.02,69.38,0.05,0.5,0.5,0
2022-10-02 12:00:00,1,175.24,0,0.02,67.95,0.03,0.5,0.5,0
2022-10-02 13:00:00,1,175.24,0,0.02,65.09,0.02,0.5,0.5,0
2022-10-02 14:00:00,1,175.24,0,0.02,62.94,0.02,0.5,0.5,0
2022-10-02 15:00:00,1,175.24,0,0.02,62.94,0.02,0.5,0.5,0
2022-10-02 16:00:00,1,175.24,0,0.03,62.23,0.02,0.5,0.5,0
2022-10-02 17:00:00,1,175.24,0,0.03,61.51,0.02,0.5,0.51,0.01
2022-10-02 18:00:00,1,175.24,0,0.03,61.51,0.02,0.5,0.51,0.01
2022-10-02 19:00:00,1,175.24,0,0.02,61.51,0.02,0.5,0.51,0.01
2022-10-02 20:00:00,1,176.91,0,0.02,62.23,0.02,0.5,0.51,0.01
2022-10-02 21:00:00,1,176.91,0,0.02,62.23,0.02,0.5,0.51,0.01
2022-10-02 22:00:00,1,178.58,0,0.02,62.23,0.02,0.5,0.5,0.01
2022-10-02 23:00:00,1,178.58,0,0.02,62.94,0.01,0.5,0.5,0.01
2022-10-03 00:00:00,1,178.58,0,0.02,63.66,0.01,0.5,0.5,0
2022-10-03 01:00:00,1,175.24,0,0.02,64.37,0.01,0.5,0.5,0
2022-10-03 02:00:00,1,175.24,0,0.02,63.66,0.01,0.5,0.5,0
2022-10-03 03:00:00,1,175.24,0,0.02,62.94,0.01,0.5,0.5,0
2022-10-03 04:00:00,1,173.57,0,0.01,62.23,0.01,0.5,0.5,0
2022-10-03 05:00:00,1,173.57,0,0.01,62.23,0.01,0.5,0.5,0
2022-10-03 06:00:00,1,173.57,0,0.01,63.66,0.01,0.5,0.5,0
2022-10-03 07:00:00,1,173.57,0,0.01,65.8,0.01,0.5,0.5,0
2022-10-03 08:00:00,1,173.57,0,0.01,69.38,0.01,0.5,0.5,0
2022-10-03 09:00:00,1,173.57,0,0.02,71.53,0.01,0.5,0.5,0
2022-10-03 10:00:00,1,173.57,0,0.02,73.67,0.01,0.5,0.5,0
2022-10-03 11:00:00,1,175.24,0,0.02,75.1,0.01,0.5,0.5,0
2022-10-03 12:00:00,1,175.24,0,0.02,77.25,0.01,0.5,0.5,0
2022-10-03 13:00:00,1,175.24,0,0.02,77.96,0.01,0.5,0.5,0
2022-10-03 14:00:00,1,175.24,0,0.02,77.96,0.01,0.5,0.5,0
2022-10-03 15:00:00,1,176.91,0,0.03,76.53,0.01,0.5,0.5,0
2022-10-03 16:00:00,1,176.91,0,0.03,75.1,0.02,0.5,0.5,0
2022-10-03 17:00:00,1,175.24,0,0.03,73.67,0.02,0.5,0.5,0
2022-10-03 18:00:00,1,175.24,0,0.03,72.24,0.02,0.5,0.5,0
2022-10-03 19:00:00,1,175.24,0,0.03,72.24,0.02,0.5,0.5,0
2022-10-03 20:00:00,1,176.91,0,0.04,71.53,0.02,0.5,0.5,0
2022-10-03 21:00:00,1,176.91,0,0.04,70.81,0.02,0.5,0.5,0
2022-10-03 22:00:00,1,176.91,0,0.05,67.95,0.02,0.5,0.5,0
2022-10-03 23:00:00,1,176.91,0,0.04,65.09,0.02,0.5,0.5,0
2022-10-04 00:00:00,1,176.91,0,0.04,63.66,0.02,0.5,0.5,0
2022-10-04 01:00:00,1,176.91,0,0.04,63.66,0.01,0.5,0.5,0
2022-10-04 02:00:00,1,176.91,0,0.03,62.23,0.01,0.5,0.5,0
2022-10-04 03:00:00,1,176.91,0,0.03,60.08,0.02,0.5,0.5,0
2022-10-04 04:00:00,1,175.24,0,0.03,60.08,0.02,0.5,0.5,0
2022-10-04 05:00:00,1,173.57,0,0.03,60.8,0.02,0.5,0.5,0
2022-10-04 06:00:00,1,173.57,0,0.03,61.51,0.01,0.5,0.5,0
2022-10-04 07:00:00,1,171.9,0,0.02,61.51,0.01,0.5,0.5,0
2022-10-04 08:00:00,1,171.9,0,0.02,61.51,0.01,0.5,0.5,0
2022-10-04 09:00:00,1,171.9,0,0.02,61.51,0.01,0.5,0.5,0
2022-10-04 10:00:00,1,171.9,0,0.02,61.51,0.01,0.5,0.5,0
2022-10-04 11:00:00,1,171.9,0,0.02,61.51,0.01,0.5,0.5,0
2022-10-04 12:00:00,1,171.9,0,0.02,65.09,0.02,0.5,0.5,0
2022-10-04 13:00:00,1,171.9,0,0.03,71.53,0.02,0.5,0.5,0
2022-10-04 14:00:00,1,173.57,0,0.03,77.25,0.03,0.5,0.5,0
2022-10-04 15:00:00,1,173.57,0,0.03,79.39,0.03,0.5,0.5,0
2022-10-04 16:00:00,1,173.57,0,0.03,79.39,0.03,0.5,0.5,0
2022-10-04 17:00:00,1,173.57,0,0.03,79.39,0.04,0.5,0.5,0
2022-10-04 18:00:00,1,173.57,0,0.03,78.68,0.04,0.5,0.5,0
2022-10-04 19:00:00,1,173.57,0,0.03,77.96,0.04,0.5,0.5,0
2022-10-04 20:00:00,1,175.24,0,0.04,77.96,0.04,0.5,0.5,0
2022-10-04 21:00:00,1,175.24,0,0.03,78.68,0.04,0.5,0.5,0
2022-10-04 22:00:00,1,175.24,0,0.03,78.68,0.03,0.5,0.5,0.01
2022-10-04 23:00:00,1,175.24,0,0.03,78.68,0.03,0.5,0.51,0.01
2022-10-05 00:00:00,1,175.24,0,0.03,78.68,0.04,0.5,0.51,0.01
2022-10-05 01:00:00,1,175.24,0,0.02,78.68,0.04,0.5,0.51,0.01
2022-10-05 02:00:00,1,175.24,0,0.02,78.68,0.04,0.5,0.51,0.01
2022-10-05 03:00:00,1,173.57,0,0.01,77.96,0.04,0.5,0.51,0.01
2022-10-05 04:00:00,1,173.57,0,0.01,76.53,0.04,0.5,0.5,0
2022-10-05 05:00:00,1,171.9,0,0.01,76.53,0.03,0.5,0.5,0
2022-10-05 06:00:00,1,171.9,0,0.01,76.53,0.03,0.5,0.5,0
2022-10-05 07:00:00,1,170.23,0,0.01,77.25,0.02,0.5,0.5,0
2022-10-05 08:00:00,1,170.23,0,0.01,78.68,0.02,0.5,0.5,0
2022-10-05 09:00:00,2,171.9,0,0.02,80.11,0.03,0.5,0.5,0
2022-10-05 10:00:00,2,175.24,0,0.02,80.11,0.03,0.5,0.5,0
2022-10-05 11:00:00,2,176.91,0,0.02,80.11,0.03,0.5,0.5,0
2022-10-05 12:00:00,1,178.58,0,0.03,78.68,0.03,0.5,0.5,0
2022-10-05 13:00:00,1,178.58,0,0.03,77.25,0.04,0.5,0.5,0
2022-10-05 14:00:00,1,178.58,0,0.03,75.1,0.04,0.5,0.5,0
2022-10-05 15:00:00,1,180.24,0,0.03,73.67,0.04,0.5,0.5,0
2022-10-05 16:00:00,1,180.24,0,0.03,72.96,0.03,0.5,0.5,0
2022-10-05 17:00:00,1,180.24,0,0.03,72.96,0.03,0.5,0.5,0
2022-10-05 18:00:00,1,180.24,0,0.04,72.96,0.03,0.5,0.5,0
2022-10-05 19:00:00,1,180.24,0,0.04,72.96,0.04,0.5,0.5,0
2022-10-05 20:00:00,1,180.24,0,0.05,73.67,0.05,0.5,0.5,0
2022-10-05 21:00:00,1,181.91,0,0.06,74.39,0.05,0.5,0.5,0.01
2022-10-05 22:00:00,1,181.91,0,0.06,75.1,0.05,0.5,0.5,0.01
2022-10-05 23:00:00,1,181.91,0,0.06,76.53,0.04,0.5,0.5,0.01
2022-10-06 00:00:00,1,181.91,0,0.06,77.25,0.05,0.5,0.5,0.01
2022-10-06 01:00:00,1,180.24,0,0.06,78.68,0.05,0.5,0.5,0.01
2022-10-06 02:00:00,2,180.24,0,0.05,80.11,0.07,0.5,0.5,0.01
